zuordnung;Name;Vorname;Titel;Land;Zeit am Institut ;Abteilung;Auswahl 1950–1990;"""Ostblock"" inkl. China & Nordkorea";Förderer;Förderer extern;Herkunftsinstitut (bei letztem Aufenthalt am IEG);Forschungsthema;Beschreibung;Publikation;Betreuer/in oder nur Gutachter/in;Institution Betreuer/in;Ort Institution Betreuer/in;Staat Institution Betreuer/in;Staatsangehörigkeit Betreuer/in;Spalte2
Fellow;Steindl;Helmut;;Bundesrepublik Deutschland;1982, 1983, 1984;1;1;;Institut;;Université de Fribourg, Schweiz;Die Caritas in der Theologie der Scholastik und bei Martin Luther;;"{""weiteres14541d3b2a5a6161"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=010315926 | Genugtuung: biblisches Vers\u00f6hnungsdenken - eine Quelle f\u00fcr Anselms Satisfaktionstheorie? Freiburg (Schweiz) 1989 (Studia Friburgensia N.F. 71) | _new>>""}}";B;Universität Fribourg;Fribourg;Schweiz;;
Fellow;Stenton;Michael Martin;;Vereinigtes Königreich;1980, 1981;2;1;;Institut;;University of Cambridge, Clare Hall, UK;Propaganda und politische Kriegführung Großbritanniens im besetzten Europa 1940–1945;Betreuer nicht ersichtlich;"{""weiteres52d3fad5681dd"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/ulmss-newton.lib.cam.ac.uk\/vwebv\/holdingsInfo?bibId=14153 | British propaganda and political warfare 1940-1944: a study of British views on how to address Occupied Europe, Ph.D. Thesis Cambridge 1980 | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=304011541 | Radio London and resistance in occupied Europe: British political warfare 1939 - 1943, Oxford 2000 | _new>>\r\n""}}";G;"St. John's College; University of Cambridge";"Cambridge; Cambridge";"Vereinigtes Königreich; Vereinigtes Königreich";;
Fellow;Stenzl;Otto;;Österreich;1958, 1959, 1960;2;1;;Institut;;Universität Wien, Österreich / Europa-Kolleg Brügge, Belgien;Die Nationalitätenfrage in der Österreichisch-Ungarischen Monarchie 1900–1914;;"{""weiteres145603e3a4c636b2"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/20152476\/ | VIAF-Link | _new>>""}}";B;Universität Wien;Wien;Österreich;;
Fellow;Stier;Miklós;;Ungarn;1982;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Die politischen und wirtschaftlichen Beziehungen zwischen Ungarn und Deutschland 1929–1930;Empfohlen von Prof. Ránki;"{""weiteres14560406c1d1dbbc"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/23514821\/ | VIAF-Link | _new>>""}}";G;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Stier;Miklós;;Ungarn;1968, 1969;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Die politischen und wirtschaftlichen Beziehungen zwischen Ungarn und Deutschland 1929–1930;Empfohlen von Prof. Ránki, Postdoc-Aufenthalt;"{""weiteres14560406c1d1dbbc"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/23514821\/ | VIAF-Link | _new>>""}}";G;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Stiller;Günther;;Deutsche Demokratische Republik;1979;1;1;1;Institut;;Pastor in Stralsund;Luthers Theologie und Frömmigkeit im Spiegel der Bachkantaten;Postdoc-Aufenthalt;;G;"Pastor; Kirchenrat";"Hannover; Schlüchtern";"Bundesrepublik Deutschland; Bundesrepublik Deutschland";;
Fellow;Stiller;Günther;;Deutsche Demokratische Republik;1985;1;1;1;Institut;;Pastor in Stralsund;Luthers Theologie und Frömmigkeit im Spiegel der Bachkantaten;Postdoc-Aufenthalt;;G;"Pastor; Kirchenrat";"Hannover; Schlüchtern";"Bundesrepublik Deutschland; Bundesrepublik Deutschland";;
Fellow;Stockman;Robert Edwin;;USA;1961, 1962, 1963, 1964;1;1;;Institut;;Concordia Seminary, Missouri, USA;Das Verständnis der Hoffnung beim jungen Luther;Akte im Ordner 1217 ;"{""weiteres52d3fad365257"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=193902842 | Der k\u00f6nigliche Weg: eine Studie \u00fcber Luthers Verst\u00e4ndnis des Heilsweges in seiner R\u00f6merbriefvorlesung, Diss. Mainz 1964 | _new>>\r\n""}}";G;Concordia Seminary;St. Louis, Missouri;USA;;
Fellow;Stokes;Raymond George;;USA;1986;2;1;;Institut;;Ohio State University, USA;Die I.G.-Farben-Nachfolger in den drei westlichen Besatzungszonen und die Politik der Alliierten 1945–1949;;"{""weiteres52d3fad60f35c"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=0-520-06248-5 | Divide and Prosper. The Heirs of I.G. Farben under Allied Authority, 1945\u20131951, Berkeley u.a. 1988 | _new>>\r\n""}}";B;The Ohio State University;Columbus, Ohio;USA;;
Fellow;Stokes;Raymond George;;USA;1983, 1984, 1985;2;1;;Extern;1983-1985 DAAD;Ohio State University, USA;Die I.G.-Farben-Nachfolger in den drei westlichen Besatzungszonen und die Politik der Alliierten 1945–1949;;"{""weiteres52d3fad60f35c"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=0-520-06248-5 | Divide and Prosper. The Heirs of I.G. Farben under Allied Authority, 1945\u20131951, Berkeley u.a. 1988 | _new>>\r\n""}}";B;The Ohio State University;Columbus, Ohio;USA;;
Fellow;Stols;Eddy;;Belgien;1961, 1962;2;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Die Handelsbeziehungen zwischen den südlichen Niederlanden und der spanischen Welt 1609–1621;;"{""weiteres52d3fad35c858"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=176276475 | De Spaanse Brabanders of de Handelsbetrekkingen der Zuidelijke Nederlanden met de Iberische Wereld 1598\u20131648, 2 Bde., Br\u00fcssel 1971 (Verhandelingen van de Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en schone Kunsten van Belgie, Klasse der Letteren Jg. 33, No. 70,1\/2) | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Belgien;;
Fellow;Stribrny;Wolfgang;;Bundesrepublik Deutschland;1964;2;1;;Institut;;Georg-August-Universität Göttingen, Deutschland;Graf Görtz über seine Mission in Russland 1779–1785;;;B;Georg-August-Universität;Göttingen;Bundesrepublik Deutschland;;
Fellow;Strítecký;Jaroslav;;Tschechoslowakei;1981;2;1;1;Institut;;Masaryk University Brno, Tschechien;Geisteswissenschaften bei Wilhelm Dilthey;Postdoc-Aufenthalt;"{""weiteres52d3fad40cb9d"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=jaroslav+stritecky | Dejiny a dejinnost. Studie k probl\u00e9mu jednoty a jednotliv\u00e9ho u Diltheya a Kanta, Brno 1985 (Opera Universitatis Purkynianae Brunensis, Facultas Philosophica 263) | _new>>\r\n""}}";B;Masaryk-Universität;Brno;Tschechoslowakei;;
Fellow;Strítecký;Jaroslav;;Tschechoslowakei;1967, 1968;2;1;1;Institut;;Masaryk University Brno, Tschechien;Probleme der historischen Methodologie bei Wilhelm Dilthey;Postdoc-Aufenthalt;"{""weiteres52d3fad40cb9d"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=jaroslav+stritecky | Dejiny a dejinnost. Studie k probl\u00e9mu jednoty a jednotliv\u00e9ho u Diltheya a Kanta, Brno 1985 (Opera Universitatis Purkynianae Brunensis, Facultas Philosophica 263) | _new>>\r\n""}}";B;Masaryk-Universität;Brno;Tschechoslowakei;;
Fellow;Suchý;Michal;;Tschechoslowakei;1966, 1967;2;1;1;Institut;;Slovenská akadémia vied, Bratislava, Slowakei;Die deutschen und die slowakischen Städte im 16. und 17. Jahrhundert  ;;"{""weiteres14e4a0dc22fa9b98"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/84300375\/ | VIAF-Link | _new>> ""}}";B;Comenius-Universität;Bratislava;Tschechoslowakei;;
Fellow;Sullivan;Donald D.;;USA;1964;1;1;;Institut;;;Nikolaus von Cues und die Kirchenreform im Reich 1450–1464;Akte im Ordner 1217;"{""weiteres52d3facf0a92c"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=273754785 | Nicholas of Cusa and the Church Reform in the German Empire, Ann Arbor 1967 | _new>>\r\n""}}";G;"University of Colorado; University of Chicago; University of Chicago; University of Chicago; University of Colorado";"Boulder, Colorado; Chicago, Illinois; Chicago, Illinois; Chicago, Illinois; Boulder, Colorado";"USA; USA; USA; USA; USA";;
Fellow;Sun;Lixin;;China;1988, 1989, 1990;1;1;1;Institut;;Shandong University, Jinan, China;"1. Deutsche Reformationshistoriographie vor allem im 19. und 20. Jahrhundert
2. Forschungen zu Staat und Kirche im Reich während des Spätmittelalter";;;B;"Universität Shandong;  Universität Shandong";"Shandong;  Shandong";"China; China";;
Fellow;Sun;Xi;;China;1988, 1989;2;1;1;Institut;;Shandong University, Jinan, China;Der Dreißigjährige Krieg  ;Unklar, wer Betreuer ist;;G;"Shandong Universität; Shandong Universität";"Shandong;  Shandong";China, China ;;
Fellow;Sundhaussen;Holm;;Bundesrepublik Deutschland;1982, 1983;2;1;;Extern;Volkswagen-Stiftung;Georg-August-Universität Göttingen, Deutschland;Die jugoslawische Währungsreform 1920  ;bereits promoviert (Dr. habil.);"{""weiteres52d3fad5ac603"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=0029-9375 | Die jugoslawische W\u00e4hrungsreform von 1920: zur Interdependenz \u00f6konomischer und politischer Integrationsprobleme in einem multinationalen Staat, in: \u00d6sterreichische Osthefte (1985) 1, S. 19-39 | _new>>\r\n""}}";G;Südost-Institut;München;Bundesrepublik Deutschland;;
Fellow;Šunji?;Marko;;Jugoslawien;1967, 1968;2;1;1;Institut;;Univerzitet u Sarajevu, Bosnien-Herzegowina;Die Beziehungen der bosnischen Bogomilen zu den Katharern und anderen Häretikern Westeuropas im Hohen Mittelalter;Betreuer nicht ersichtlich;"{""weiteres14560690e0c20324"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/2756611\/ | VIAF-Link | _new>>""}}";G;"Universität Sarajevo; Universität Sarajevo";Sarajevo;Jugoslawien;;
Fellow;Suutala;Maria;;Finnland;1986;1;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Die Natur im Denken von Jakob Böhme und Paracelsus;;"{""weiteres52d3fad01624a"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/cbsopac.rz.uni-frankfurt.de\/DB=2.1\/PPNSET?PPN=013201018 | Tier und Mensch im Denken der deutschen Renaissance, Helsinki 1990 (Studia historica 36) | _new>>\r\n""}}";B;"Universität Oulu; Universität Oulu";"Oulu; Oulu";"Finnland; Finnland";;
Fellow;Svatoš;Martin;;Tschechoslowakei;1989;2;1;1;Institut;;Museum der tschechischen Literatur, Prag, Tschechien;Klassische Philologie und Neuhumanismus in den Bildungsreformen des 19. Jahrhunderts in Mitteleuropa;Postdoc-Aufenthalt, Betreuer nicht ersichtlich, kein Gutachten vorhanden;"{""weiteres52d3fad03e0a3"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=055790801 | \u010cesk\u00e1 klasick\u00e1 filologie na Pra\u017esk\u00e9 Universit\u011b\u00a01848\u20131917 (p\u016fsoben\u00ed\u00a0Jana Kvi\u010daly a Josefa Kr\u00e1le), Praha 1995 | _new>>""}}";kein Gutachter;;;;;
Fellow;Svatoš;Michal;;Tschechoslowakei;1982;2;1;1;Extern;DAAD;Univerzita Karlova Praha, Tschechien;Geschichte der Universität Prag und deutscher Universitäten  ;Betreuer nicht ersichtlich, kein Gutachten vorhanden;"{""weiteres52d3facfa39f6"":{""titel"":""Publikationen"",""text"":""- (mit Ivana \u010cornerov\u00e1:) Die Universit\u00e4t Prag im 16. und 17. Jahrhundert: eine Wende, in: Aspekte der Bildungs- und Universit\u00e4tsgeschichte: 16. bis 19. Jahrhundert, hrsg. von Kurt M\u00fchlberger und Thomas Maisel, Wien 1993 (Schriftenreihe des Universit\u00e4tsarchivs 7), S. 40-60 \r\n""}}";kein Gutachter;;;;;
Fellow;Syring;Enrico;;Bundesrepublik Deutschland;1989;2;1;;Institut;;Georg-August-Universität Göttingen, Deutschland;Hitlers Weltanschauung und politische Ziele;;"{""weiteres52d3fad049d0e"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=3-549-05159-X | Hitler. Seine politische Utopie, Berlin 1994 | _new>>\r\n""}}";B;Universität zu Köln;Köln;Bundesrepublik Deutschland;;
Fellow;Szabó;Dániel;;Rumänien;1975, 1976;2;1;1;Extern;Friedrich-Ebert-Stiftung;Hungarian Academy of Sciences Budapest, Ungarn;"Beziehungen zwischen dem ungarischen und dem deutschen politischen Katholizismus 1867–1918
Historische Parteien- und Wahlforschung";Postdoc-Aufenthalt, empfohlen von Prof. Ránki;"{""weiteres52d3fad4c8b0e"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=963-05-4467-9 | Die Partei des politischen Katholizismus in Ungarn, in: Das Parteienwesen \u00d6sterreich-Ungarns, hrsg. von G\u00e1bor Erd\u0151dy, Budapest 1987, S. 125-135 | _new>>\r\n""}}";B;;;;;
Fellow;Szankay;Zoltán;;Argentinien;1968, 1969, 1970;2;1;;Institut;;Johann Wolfgang Goethe-Universität Frankfurt a. M., Deutschland;Die Entwicklung der politischen Philosophie des jungen Hegel (bis 1802)  ;;"{""weiteres52d3fad41dada"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/368960684\/about\/html | Escritos de juventud \/ G. W. F. Hegel ; edici\u00f3n, introducci\u00f3n y notas de Jos\u00e9 M. Ripalda ; traducci\u00f3n de Zoltan Szankay y Jos\u00e9 Mar\u00eda Ripalda, M\u00e9xico 1978 | _new>>\r\n""}}";B;Johann Wolfgang Goethe-Universität;Frankfurt a. M.;Bundesrepublik Deutschland;;
Fellow;Szárka;László;;Ungarn;1987, 1988;2;1;1;Institut;;Universität Budapest, Ungarn;Die Nationalitätenfrage der Slowaken und Deutschen und die Regierungspolitik in der ungarischen Reichshälfte 1890–1918;Empfohlen von Prof. Ránki, Betreuer nicht ersichtlich;"{""weiteres145606b09eee91cf"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=007279558 | The Dimension of Small Nation Identity: Slovakia as a Nationality Region of Pre-1918 Hungary, in: Bildungsgeschichte, Bev\u00f6lkerungsgeschichte, Gesellschaftsgeschichte in den b\u00f6hmischen L\u00e4ndern und Europa. Festschrift f\u00fcr Jan Havr\u00e1nek zum 60. Geburtstag, hg. von Hans Lemberg, Wien 1988 (Schriftenreihe des \u00d6sterreichischen Ost- und S\u00fcdosteuropa-Instituts 14), 179-190 | _new>>""}}";G;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Szász;Zoltán;;Ungarn;1973;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Die Nationalitätenfrage der Rumänen und die Regierungspolitik in der ungarischen Reichshälfte 1900–1918;Empfohlen von Prof. Ránki;"{""weiteres14560710c1b34bd8"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/7524596\/ | VIAF-Link | _new>>""}}";B;;;;;
Fellow;Szász;Zoltán;;Ungarn;1982;2;1;1;Extern;1982 Friedrich Ebert-Stiftung;Hungarian Academy of Sciences Budapest, Ungarn;Die Nationalitätenfrage der Rumänen und die Regierungspolitik in der ungarischen Reichshälfte 1900–1918;Empfohlen von Prof. Ránki;"{""weiteres14560710c1b34bd8"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/7524596\/ | VIAF-Link | _new>>""}}";B;;;;;
Fellow;Szász;Zoltán;;Ungarn;1970, 1971;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Die Nationalitätenfrage der Rumänen und die Regierungspolitik in der ungarischen Reichshälfte 1900–1918;Empfohlen von Prof. Ránki;"{""weiteres14560710c1b34bd8"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/7524596\/ | VIAF-Link | _new>>""}}";B;;;;;
Fellow;Szöcs;Gábor;;Ungarn;1984, 1985;2;1;1;Institut;;Eötvös-Lóránt-Universität Budapest, Ungarn;Massenkultur und Alltagsleben der Arbeiterschaft in der Weimarer Republik  ;Empfohlen von Prof. Ránki, Postdoc-Aufenthalt;;B;Eötvös-Lóránt-Universität Budapest;Budapest;Ungarn;;
Fellow;Szulc;Witold;;Polen;1982;2;1;1;Extern;Volkswagen-Stiftung;Adam Mickiewicz University in Pozna?, Polen;Polnisch-jugoslawische Beziehungen in der Zwischenkriegszeit;;"{""weiteres52d3facfa9883"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=szulc+jugoslawii | Przemiany gospodarcze i spoleczne w Jugoslawii\u00a0w okresie miedzywojennym (1918\u20131941), Pozn\u00e1n 1980 (Uniwersytet im. Adama Mickiewicza, Seria historia 90) | _new>>\r\n""}}";;;;;;
Fellow;Tallgren, geb. Antila;Vappu;;Finnland;1968, 1969, 1970;2;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Der Heroismus in Hitlers Weltanschauung;Ort und Institution des Betreuers nicht gefunden;"{""weiteres52d3fad420248"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=951-41-0419-6 | Hitler und die Helden. Heroismus und Weltanschauung, Helsinki 1981 (Annales Academiae Scientiarum Fennicae, Dissertationes Humanarum Litterarum 29) | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Tallo;Ivar;;Sowjetunion;1990;1;1;1;Institut;;Saint Petersburg State University, Russland;Die Diskursformen bei Wilhelm von Ockham;;;B;Staatliche Universität Leningrad;Leningrad;Sowjetunion;;
Fellow;Thompson;Alastair Paul;;Vereinigtes Königreich;1987, 1988;2;1;;Extern;Forschungsstipendiat Berlin-Programm;University of London, UK;Die bürgerliche Linke im wilhelminischen Deutschland 1907–1918;;"{""weiteres52d3fad6bb19f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=123219698 | Left liberals in German state and society 1907\u20131918, Ph.D. Thesis London 1989 | _new>>\r\n- <<http:\/\/dx.doi.org\/10.1093\/acprof:oso\/9780198205432.001.0001 | Left liberals, the state, and popular politics in Wilhelmine Germany, Oxford u.a. 2000 | _new>>\r\n""}}";B;Birbeck College, University of London;London;Vereinigtes Königreich;;
Fellow;Tiainen;Jorma;;Finnland;1961;2;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Napoleon in der öffentlichen Meinung des »Dritten Deutschland«;"Vorname, Ort und Institution des Betreuers nicht gefunden; Fertigstellung der Dissertaton";"{""weiteres52d3fad3597a3"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=jorma+tiainen+napoleon | Napoleon und das napoleonische Frankreich in der \u00f6ffentlichen Diskussion des \u00bbDritten Deutschland\u00ab 1797\u20131806, Jyv\u00e4skyl\u00e4 1971 (Studia Historica Jyv\u00e4skyl\u00e4ensia 8) | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Tiainen;Jorma;;Finnland;1965, 1966;2;1;;Extern;Alexander von Humboldt-Stiftung;Universität Jyväskylä, Finnland;Napoleon in der öffentlichen Meinung des »Dritten Deutschland«;;"{""weiteres52d3fad3597a3"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=jorma+tiainen+napoleon | Napoleon und das napoleonische Frankreich in der \u00f6ffentlichen Diskussion des \u00bbDritten Deutschland\u00ab 1797\u20131806, Jyv\u00e4skyl\u00e4 1971 (Studia Historica Jyv\u00e4skyl\u00e4ensia 8) | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Tilkovszky;Lóránt;;Ungarn;1969;2;1;1;Institut ;;Hungarian Academy of Sciences Budapest, Ungarn;Das Deutsche Reich und die deutschen Volksgruppen im Donauraum in der Zwischenkriegszeit;Postdoc-Aufenthalt;"{""weiteres1456073eae76ad56"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/73867318\/ | VIAF-Link | _new>>""}}";B;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Tilkovszky;Lóránt;;Ungarn;1975;2;1;1;Extern;1975 DAAD;Hungarian Academy of Sciences Budapest, Ungarn;Das Deutsche Reich und die deutschen Volksgruppen im Donauraum in der Zwischenkriegszeit;Postdoc-Aufenthalt;"{""weiteres1456073eae76ad56"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/73867318\/ | VIAF-Link | _new>>""}}";B;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Tilkovszky;Lóránt;;Ungarn;1980;2;1;1;Extern;1980 Volkswagen-Stiftung;Hungarian Academy of Sciences Budapest, Ungarn;Das Deutsche Reich und die deutschen Volksgruppen im Donauraum in der Zwischenkriegszeit;Postdoc-Aufenthalt;"{""weiteres1456073eae76ad56"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/73867318\/ | VIAF-Link | _new>>""}}";B;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Tilkovszky;Lóránt;;Ungarn;1986;2;1;1;Extern;1986 DAAD ;Hungarian Academy of Sciences Budapest, Ungarn;Das Deutsche Reich und die deutschen Volksgruppen im Donauraum in der Zwischenkriegszeit;Postdoc-Aufenthalt;"{""weiteres1456073eae76ad56"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/73867318\/ | VIAF-Link | _new>>""}}";B;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Tobin;Elizabeth Howard;;USA;1984, 1985;2;1;;Institut;;Bates College, Maine, USA;Die Revolution von 1918/19 in Düsseldorf;Postdoc-Aufenthalt, Ausarbeitung der Dissertation zur Veröffentlichung;"{""weiteres52d3fad6228f7"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=212940953 | The revolution in D\u00fcsseldorf 1918\u20131919, Ann Arbor 1984 | _new>>\r\n""}}";;;;;;
Fellow;Tokody;Gyula;;Ungarn;1981;2;1;1;Extern;Volkswagen-Stiftung;University of Debrecen, Ungarn;Deutsch-ungarische Beziehungen nach dem Ersten Weltkrieg;Professur inne;"{""weiteres52d3facfa0f71"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=963-05-2854-1 | Deutschland und die ungarische R\u00e4terepublik, Budapest 1982 (Studia historica Academiae Scientiarum Hungaricae 183) | _new>>\r\n""}}";G;Magyar Tudomŕnyos Akadémia. Történettudományi Intčzete;Budapest;Ungarn;;
Fellow;Tomášek;Pavel;;Tschechoslowakei;1969;2;1;1;Institut;;Masaryk University Brno, Tschechien;Georg Simmels Geschichtsphilosophie;"Empfohlen von Prof. Kudrna, Postdoc Aufenthalt, Vorname, Ort und Institution des Betreuers nicht ersichtlich; Kein Gutachten vorhanden, Konversation zw. Kudrna und Aretin reicht für Erlangen des Stipendiums aus";"{""weiteres52d3facf32a04"":{""titel"":""Publikationen"",""text"":""- Georg Simmel: Pokus o ustaven\u00ed sociologie jako samostatn\u00e9 v\u011bdy, Diss. Univ. J.E. Purkyn\u011b v Brn\u011b 1974\r\n""}}";B;Masaryk-Universität;Brno;Tschechoslowakei;;
Fellow;Tomasevich;Neda A.;;USA;1977, 1978;2;1;;Institut;University of California, USA;University of California, Berkeley, USA;Johann Konrad Dippel – pietistischer Theologe, Arzt und Chemiker;;;B;University of California;Berkeley, California;USA;;
Fellow;Tortarolo;Edoardo;;Italien;1985;2;1;;Institut;;Universitŕ degli Studi di Torino, Italien;Geschichte und Politik in der Berliner Aufklärung 1770–1796;;"{""weiteres52d3fad043e8d"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=029379040 | La ragione sulla Sprea. Coscienza storica e cultura politica nell\u2019illuminismo berlinese, Bologna 1989 (Annali dell\u2019Istituto storico italo-germanico, monografia 12) | _new>>\r\n""}}";B;Universität Turin;Turin;Italien;;
Fellow;Tortarolo;Edoardo;;Italien;1989;2;1;;Extern;Alexander von Humboldt-Stiftung;Universitŕ degli Studi di Torino, Italien;Geschichte und Politik in der Berliner Aufklärung 1770–1796;;"{""weiteres52d3fad043e8d"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=029379040 | La ragione sulla Sprea. Coscienza storica e cultura politica nell\u2019illuminismo berlinese, Bologna 1989 (Annali dell\u2019Istituto storico italo-germanico, monografia 12) | _new>>\r\n""}}";B;Universität Turin;Turin;Italien;;
Fellow;Treichel;Eckhardt;;Bundesrepublik Deutschland;1981, 1982;2;1;;Institut;;Johann Wolfgang Goethe-Universität Frankfurt a. M., Deutschland;Bürokratie und bürokratische Elite im Herzogtum Nassau 1806–1866;;"{""weiteres52d3fad58c1cf"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=016457307 | Der Primat der B\u00fcrokratie. B\u00fcrokratischer Staat und b\u00fcrokratische Elite im Herzogtum Nassau 1806\u20131866, Stuttgart 1991 (Frankfurter Historische Abhandlungen 31) | _new>>\r\n""}}";B;Johann Wolfgang Goethe-Universität;Frankfurt a. M.;Bundesrepublik Deutschland;;
